Year,Month,Date,Hour,Min,Sec,PRN,Elevation,Azimuth,SNR,Label
2023,6,1,23,53,40,    GPS/  3,41.25,325.03,49.7,NLOS
2023,6,1,23,53,42,    GPS/  3,41.26,325.02,49.75,NLOS
2023,6,1,23,53,44,    GPS/  3,41.28,325.01,49.71,NLOS
2023,6,1,23,53,46,    GPS/  3,41.29,325.01,49.18,NLOS
2023,6,1,23,53,48,    GPS/  3,41.31,325,48.93,NLOS
2023,6,1,23,53,50,    GPS/  3,41.32,324.99,48.84,NLOS
2023,6,1,23,53,52,    GPS/  3,41.34,324.99,49.15,NLOS
2023,6,1,23,53,54,    GPS/  3,41.35,324.98,49.24,NLOS
2023,6,1,23,53,56,    GPS/  3,41.37,324.98,49.07,NLOS
2023,6,1,23,53,58,    GPS/  3,41.38,324.97,48.94,NLOS
2023,6,1,23,54,0,    GPS/  3,41.39,324.96,49.09,NLOS
2023,6,1,23,54,2,    GPS/  3,41.41,324.96,49.56,NLOS
2023,6,1,23,54,4,    GPS/  3,41.42,324.95,50.08,NLOS
2023,6,1,23,54,6,    GPS/  3,41.44,324.94,50.11,NLOS
2023,6,1,23,54,8,    GPS/  3,41.45,324.94,50.05,NLOS
2023,6,1,23,54,10,    GPS/  3,41.47,324.93,50.04,NLOS
2023,6,1,23,54,12,    GPS/  3,41.48,324.92,49.7,NLOS
2023,6,1,23,54,14,    GPS/  3,41.5,324.92,48.97,NLOS
2023,6,1,23,54,16,    GPS/  3,41.51,324.91,48.57,NLOS
2023,6,1,23,54,18,    GPS/  3,41.52,324.9,48.57,NLOS
2023,6,1,23,54,20,    GPS/  3,41.54,324.9,48.95,NLOS
2023,6,1,23,54,22,    GPS/  3,41.55,324.89,49.34,NLOS
2023,6,1,23,54,24,    GPS/  3,41.57,324.88,49.61,NLOS
2023,6,1,23,54,26,    GPS/  3,41.58,324.88,49.83,NLOS
2023,6,1,23,54,28,    GPS/  3,41.6,324.87,49.81,NLOS
2023,6,1,23,54,30,    GPS/  3,41.61,324.86,49.57,NLOS
2023,6,1,23,54,32,    GPS/  3,41.63,324.86,49.36,NLOS
2023,6,1,23,54,34,    GPS/  3,41.64,324.85,49.03,NLOS
2023,6,1,23,54,36,    GPS/  3,41.65,324.84,48.88,NLOS
2023,6,1,23,54,38,    GPS/  3,41.67,324.84,48.97,NLOS
2023,6,1,23,54,40,    GPS/  3,41.68,324.83,49.14,NLOS
2023,6,1,23,54,42,    GPS/  3,41.7,324.82,49.27,NLOS
2023,6,1,23,54,44,    GPS/  3,41.71,324.82,49.29,NLOS
2023,6,1,23,54,46,    GPS/  3,41.73,324.81,49.35,NLOS
2023,6,1,23,54,48,    GPS/  3,41.74,324.8,49.53,NLOS
2023,6,1,23,54,50,    GPS/  3,41.76,324.8,49.66,NLOS
2023,6,1,23,54,52,    GPS/  3,41.77,324.79,49.41,NLOS
2023,6,1,23,54,54,    GPS/  3,41.78,324.78,49.45,NLOS
2023,6,1,23,54,56,    GPS/  3,41.8,324.78,49.47,NLOS
2023,6,1,23,54,58,    GPS/  3,41.81,324.77,49.58,NLOS
2023,6,1,23,55,0,    GPS/  3,41.83,324.76,49.5,NLOS
2023,6,1,23,55,2,    GPS/  3,41.84,324.75,49.32,NLOS
2023,6,1,23,55,4,    GPS/  3,41.86,324.75,49.2,NLOS
2023,6,1,23,55,6,    GPS/  3,41.87,324.74,49.24,NLOS
2023,6,1,23,55,8,    GPS/  3,41.89,324.73,49.41,NLOS
2023,6,1,23,55,10,    GPS/  3,41.9,324.73,49.55,NLOS
2023,6,1,23,55,12,    GPS/  3,41.91,324.72,49.67,NLOS
2023,6,1,23,55,14,    GPS/  3,41.93,324.71,49.42,NLOS
2023,6,1,23,55,16,    GPS/  3,41.94,324.71,49.45,NLOS
2023,6,1,23,55,18,    GPS/  3,41.96,324.7,49.24,NLOS
2023,6,1,23,55,20,    GPS/  3,41.97,324.69,49.29,NLOS
2023,6,1,23,55,22,    GPS/  3,41.99,324.69,49.51,NLOS
2023,6,1,23,55,24,    GPS/  3,42,324.68,49.6,NLOS
2023,6,1,23,55,26,    GPS/  3,42.02,324.67,49.57,NLOS
2023,6,1,23,55,28,    GPS/  3,42.03,324.67,49.36,NLOS
2023,6,1,23,55,30,    GPS/  3,42.04,324.66,49.26,NLOS
2023,6,1,23,55,32,    GPS/  3,42.06,324.65,49.2,NLOS
2023,6,1,23,55,34,    GPS/  3,42.07,324.64,49.24,NLOS
2023,6,1,23,55,36,    GPS/  3,42.09,324.64,49.13,NLOS
2023,6,1,23,55,38,    GPS/  3,42.1,324.63,49.11,NLOS
2023,6,1,23,55,40,    GPS/  3,42.12,324.62,49.13,NLOS
2023,6,1,23,55,42,    GPS/  3,42.13,324.62,49.24,NLOS
2023,6,1,23,55,44,    GPS/  3,42.15,324.61,49.16,NLOS
2023,6,1,23,55,46,    GPS/  3,42.16,324.6,49.06,NLOS
2023,6,1,23,55,48,    GPS/  3,42.17,324.6,48.97,NLOS
2023,6,1,23,55,50,    GPS/  3,42.19,324.59,48.94,NLOS
2023,6,1,23,55,52,    GPS/  3,42.2,324.58,49.22,NLOS
2023,6,1,23,55,54,    GPS/  3,42.22,324.57,49.37,NLOS
2023,6,1,23,55,56,    GPS/  3,42.23,324.57,49.31,NLOS
2023,6,1,23,55,58,    GPS/  3,42.25,324.56,49.23,NLOS
2023,6,1,23,56,0,    GPS/  3,42.26,324.55,49.29,NLOS
2023,6,1,23,56,2,    GPS/  3,42.28,324.55,49.42,NLOS
2023,6,1,23,56,4,    GPS/  3,42.29,324.54,49.37,NLOS
2023,6,1,23,56,6,    GPS/  3,42.3,324.53,49.29,NLOS
2023,6,1,23,56,8,    GPS/  3,42.32,324.53,49.51,NLOS
2023,6,1,23,56,10,    GPS/  3,42.33,324.52,49.66,NLOS
2023,6,1,23,56,12,    GPS/  3,42.35,324.51,49.75,NLOS
2023,6,1,23,56,14,    GPS/  3,42.36,324.5,49.57,NLOS
2023,6,1,23,56,16,    GPS/  3,42.38,324.5,49.49,NLOS
2023,6,1,23,56,18,    GPS/  3,42.39,324.49,49.75,NLOS
2023,6,1,23,56,20,    GPS/  3,42.41,324.48,49.54,NLOS
2023,6,1,23,56,22,    GPS/  3,42.42,324.48,49.53,NLOS
2023,6,1,23,56,24,    GPS/  3,42.43,324.47,49.7,NLOS
2023,6,1,23,56,26,    GPS/  3,42.45,324.46,49.78,NLOS
2023,6,1,23,56,28,    GPS/  3,42.46,324.45,49.52,NLOS
2023,6,1,23,56,30,    GPS/  3,42.48,324.45,49.53,NLOS
2023,6,1,23,56,32,    GPS/  3,42.49,324.44,49.64,NLOS
2023,6,1,23,56,34,    GPS/  3,42.51,324.43,49.72,NLOS
2023,6,1,23,56,36,    GPS/  3,42.52,324.42,49.77,NLOS
2023,6,1,23,56,38,    GPS/  3,42.54,324.42,49.86,NLOS
2023,6,1,23,56,40,    GPS/  3,42.55,324.41,49.9,NLOS
2023,6,1,23,56,42,    GPS/  3,42.56,324.4,49.79,NLOS
2023,6,1,23,56,44,    GPS/  3,42.58,324.4,49.65,NLOS
2023,6,1,23,56,46,    GPS/  3,42.59,324.39,49.79,NLOS
2023,6,1,23,56,48,    GPS/  3,42.61,324.38,49.89,NLOS
2023,6,1,23,56,50,    GPS/  3,42.62,324.37,49.9,NLOS
2023,6,1,23,56,52,    GPS/  3,42.64,324.37,49.87,NLOS
2023,6,1,23,56,54,    GPS/  3,42.65,324.36,49.71,NLOS
2023,6,1,23,56,56,    GPS/  3,42.67,324.35,49.54,NLOS
2023,6,1,23,56,58,    GPS/  3,42.68,324.35,49.61,NLOS
2023,6,1,23,57,0,    GPS/  3,42.69,324.34,49.75,NLOS
2023,6,1,23,57,2,    GPS/  3,42.71,324.33,49.79,NLOS
2023,6,1,23,57,4,    GPS/  3,42.72,324.32,49.81,NLOS
2023,6,1,23,57,6,    GPS/  3,42.74,324.32,49.69,NLOS
2023,6,1,23,57,8,    GPS/  3,42.75,324.31,49.59,NLOS
2023,6,1,23,57,10,    GPS/  3,42.77,324.3,49.76,NLOS
2023,6,1,23,57,12,    GPS/  3,42.78,324.29,49.82,NLOS
2023,6,1,23,57,14,    GPS/  3,42.79,324.29,49.55,NLOS
2023,6,1,23,57,16,    GPS/  3,42.81,324.28,49.38,NLOS
2023,6,1,23,57,18,    GPS/  3,42.82,324.27,49.52,NLOS
2023,6,1,23,57,20,    GPS/  3,42.84,324.26,49.71,NLOS
2023,6,1,23,57,22,    GPS/  3,42.85,324.26,49.66,NLOS
2023,6,1,23,57,24,    GPS/  3,42.87,324.25,49.43,NLOS
2023,6,1,23,57,26,    GPS/  3,42.88,324.24,49.4,NLOS
2023,6,1,23,57,28,    GPS/  3,42.9,324.23,49.51,NLOS
2023,6,1,23,57,30,    GPS/  3,42.91,324.23,49.57,NLOS
2023,6,1,23,57,32,    GPS/  3,42.92,324.22,49.49,NLOS
2023,6,1,23,57,34,    GPS/  3,42.94,324.21,49.61,NLOS
2023,6,1,23,57,36,    GPS/  3,42.95,324.2,49.75,NLOS
2023,6,1,23,57,38,    GPS/  3,42.97,324.2,49.91,NLOS
2023,6,1,23,57,40,    GPS/  3,42.98,324.19,50.01,NLOS
2023,6,1,23,57,42,    GPS/  3,43,324.18,49.78,NLOS
2023,6,1,23,57,44,    GPS/  3,43.01,324.17,49.59,NLOS
2023,6,1,23,57,46,    GPS/  3,43.03,324.17,49.83,NLOS
2023,6,1,23,57,48,    GPS/  3,43.04,324.16,49.89,NLOS
2023,6,1,23,57,50,    GPS/  3,43.05,324.15,49.85,NLOS
2023,6,1,23,57,52,    GPS/  3,43.07,324.14,49.94,NLOS
2023,6,1,23,57,54,    GPS/  3,43.08,324.14,49.98,NLOS
2023,6,1,23,57,56,    GPS/  3,43.1,324.13,49.75,NLOS
2023,6,1,23,57,58,    GPS/  3,43.11,324.12,49.58,NLOS
2023,6,1,23,58,0,    GPS/  3,43.13,324.11,49.54,NLOS
2023,6,1,23,58,2,    GPS/  3,43.14,324.11,49.43,NLOS
2023,6,1,23,58,4,    GPS/  3,43.16,324.1,49.48,NLOS
2023,6,1,23,58,6,    GPS/  3,43.17,324.09,49.51,NLOS
2023,6,1,23,58,8,    GPS/  3,43.18,324.08,49.54,NLOS
2023,6,1,23,58,10,    GPS/  3,43.2,324.08,49.48,NLOS
2023,6,1,23,58,12,    GPS/  3,43.21,324.07,49.42,NLOS
2023,6,1,23,58,14,    GPS/  3,43.23,324.06,49.35,NLOS
2023,6,1,23,58,16,    GPS/  3,43.24,324.05,49.24,NLOS
2023,6,1,23,58,18,    GPS/  3,43.26,324.05,49.2,NLOS
2023,6,1,23,58,20,    GPS/  3,43.27,324.04,49.13,NLOS
2023,6,1,23,58,22,    GPS/  3,43.29,324.03,49.14,NLOS
2023,6,1,23,58,24,    GPS/  3,43.3,324.02,49.26,NLOS
2023,6,1,23,58,26,    GPS/  3,43.31,324.02,49.15,NLOS
2023,6,1,23,58,28,    GPS/  3,43.33,324.01,49.07,NLOS
2023,6,1,23,58,30,    GPS/  3,43.34,324,48.96,NLOS
2023,6,1,23,58,32,    GPS/  3,43.36,323.99,49.08,NLOS
2023,6,1,23,58,34,    GPS/  3,43.37,323.98,49.09,NLOS
2023,6,1,23,58,36,    GPS/  3,43.39,323.98,49.05,NLOS
2023,6,1,23,58,38,    GPS/  3,43.4,323.97,49.06,NLOS
2023,6,1,23,58,40,    GPS/  3,43.41,323.96,48.99,NLOS
2023,6,1,23,58,42,    GPS/  3,43.43,323.95,49.06,NLOS
2023,6,1,23,58,44,    GPS/  3,43.44,323.95,49.05,NLOS
2023,6,1,23,58,46,    GPS/  3,43.46,323.94,49.2,NLOS
2023,6,1,23,58,48,    GPS/  3,43.47,323.93,49.36,NLOS
2023,6,1,23,58,50,    GPS/  3,43.49,323.92,49.33,NLOS
2023,6,1,23,58,52,    GPS/  3,43.5,323.91,49.34,NLOS
2023,6,1,23,58,54,    GPS/  3,43.52,323.91,49.45,NLOS
2023,6,1,23,58,56,    GPS/  3,43.53,323.9,49.58,NLOS
2023,6,1,23,58,58,    GPS/  3,43.54,323.89,49.58,NLOS
2023,6,1,23,59,0,    GPS/  3,43.56,323.88,49.44,NLOS
2023,6,1,23,59,2,    GPS/  3,43.57,323.88,49.46,NLOS
2023,6,1,23,59,4,    GPS/  3,43.59,323.87,49.57,NLOS
2023,6,1,23,59,6,    GPS/  3,43.6,323.86,49.63,NLOS
2023,6,1,23,59,8,    GPS/  3,43.62,323.85,49.59,NLOS
2023,6,1,23,59,10,    GPS/  3,43.63,323.84,49.66,NLOS
2023,6,1,23,59,12,    GPS/  3,43.65,323.84,49.64,NLOS
2023,6,1,23,59,14,    GPS/  3,43.66,323.83,49.57,NLOS
2023,6,1,23,59,16,    GPS/  3,43.67,323.82,49.39,NLOS
2023,6,1,23,59,18,    GPS/  3,43.69,323.81,49.29,NLOS
2023,6,1,23,59,20,    GPS/  3,43.7,323.8,49.29,NLOS
2023,6,1,23,59,22,    GPS/  3,43.72,323.8,49.46,NLOS
2023,6,1,23,59,24,    GPS/  3,43.73,323.79,49.56,NLOS
2023,6,1,23,59,26,    GPS/  3,43.75,323.78,49.43,NLOS
2023,6,1,23,59,28,    GPS/  3,43.76,323.77,49.21,NLOS
2023,6,1,23,59,30,    GPS/  3,43.77,323.76,49.22,NLOS
2023,6,1,23,59,32,    GPS/  3,43.79,323.76,49.25,NLOS
2023,6,1,23,59,34,    GPS/  3,43.8,323.75,49.31,NLOS
2023,6,1,23,59,36,    GPS/  3,43.82,323.74,49.33,NLOS
2023,6,1,23,59,38,    GPS/  3,43.83,323.73,49.36,NLOS
2023,6,1,23,59,40,    GPS/  3,43.85,323.72,49.48,NLOS
2023,6,1,23,59,42,    GPS/  3,43.86,323.72,49.38,NLOS
2023,6,1,23,59,44,    GPS/  3,43.88,323.71,49.34,NLOS
2023,6,1,23,59,46,    GPS/  3,43.89,323.7,49.3,NLOS
2023,6,1,23,59,48,    GPS/  3,43.9,323.69,49.34,NLOS
2023,6,1,23,59,50,    GPS/  3,43.92,323.68,49.25,NLOS
2023,6,1,23,59,52,    GPS/  3,43.93,323.68,49.38,NLOS
2023,6,1,23,59,54,    GPS/  3,43.95,323.67,49.41,NLOS
2023,6,1,23,59,56,    GPS/  3,43.96,323.66,49.59,NLOS
2023,6,1,23,59,58,    GPS/  3,43.98,323.65,49.7,NLOS
2023,6,2,0,0,0,    GPS/  3,43.99,323.64,49.77,NLOS
2023,6,2,0,0,2,    GPS/  3,44.01,323.64,49.76,NLOS
2023,6,2,0,0,4,    GPS/  3,44.02,323.63,49.51,NLOS
2023,6,2,0,0,6,    GPS/  3,44.03,323.62,49.55,NLOS
2023,6,2,0,0,8,    GPS/  3,44.05,323.61,49.73,NLOS
2023,6,2,0,0,10,    GPS/  3,44.06,323.6,49.79,NLOS
2023,6,2,0,0,12,    GPS/  3,44.08,323.59,49.79,NLOS
2023,6,2,0,0,14,    GPS/  3,44.09,323.59,49.73,NLOS
2023,6,2,0,0,16,    GPS/  3,44.11,323.58,49.82,NLOS
2023,6,2,0,0,18,    GPS/  3,44.12,323.57,49.82,NLOS
2023,6,2,0,0,20,    GPS/  3,44.13,323.56,49.75,NLOS
2023,6,2,0,0,22,    GPS/  3,44.15,323.55,49.83,NLOS
2023,6,2,0,0,24,    GPS/  3,44.16,323.55,49.82,NLOS
2023,6,2,0,0,26,    GPS/  3,44.18,323.54,49.85,NLOS
2023,6,2,0,0,28,    GPS/  3,44.19,323.53,49.94,NLOS
2023,6,2,0,0,30,    GPS/  3,44.21,323.52,49.8,NLOS
2023,6,2,0,0,32,    GPS/  3,44.22,323.51,49.8,NLOS
2023,6,2,0,0,34,    GPS/  3,44.24,323.5,49.82,NLOS
2023,6,2,0,0,36,    GPS/  3,44.25,323.5,49.85,NLOS
2023,6,2,0,0,38,    GPS/  3,44.26,323.49,49.89,NLOS
2023,6,2,0,0,40,    GPS/  3,44.28,323.48,49.92,NLOS
2023,6,2,0,0,42,    GPS/  3,44.29,323.47,49.92,NLOS
2023,6,2,0,0,44,    GPS/  3,44.31,323.46,49.95,NLOS
2023,6,2,0,0,46,    GPS/  3,44.32,323.45,49.89,NLOS
2023,6,2,0,0,48,    GPS/  3,44.34,323.45,49.92,NLOS
2023,6,2,0,0,50,    GPS/  3,44.35,323.44,50.02,NLOS
2023,6,2,0,0,52,    GPS/  3,44.36,323.43,49.92,NLOS
2023,6,2,0,0,54,    GPS/  3,44.38,323.42,49.89,NLOS
2023,6,2,0,0,56,    GPS/  3,44.39,323.41,49.91,NLOS
2023,6,2,0,0,58,    GPS/  3,44.41,323.4,49.93,NLOS
2023,6,2,0,1,0,    GPS/  3,44.42,323.4,49.82,NLOS
2023,6,2,0,1,2,    GPS/  3,44.44,323.39,49.74,NLOS
2023,6,2,0,1,4,    GPS/  3,44.45,323.38,49.83,NLOS
2023,6,2,0,1,6,    GPS/  3,44.46,323.37,49.81,NLOS
2023,6,2,0,1,8,    GPS/  3,44.48,323.36,49.66,NLOS
2023,6,2,0,1,10,    GPS/  3,44.49,323.35,49.5,NLOS
2023,6,2,0,1,12,    GPS/  3,44.51,323.34,49.63,NLOS
2023,6,2,0,1,14,    GPS/  3,44.52,323.34,49.75,NLOS
2023,6,2,0,1,16,    GPS/  3,44.54,323.33,49.69,NLOS
2023,6,2,0,1,18,    GPS/  3,44.55,323.32,49.48,NLOS
2023,6,2,0,1,20,    GPS/  3,44.57,323.31,49.49,NLOS
2023,6,2,0,1,22,    GPS/  3,44.58,323.3,49.58,NLOS
2023,6,2,0,1,24,    GPS/  3,44.59,323.29,49.42,NLOS
2023,6,2,0,1,26,    GPS/  3,44.61,323.29,49.45,NLOS
2023,6,2,0,1,28,    GPS/  3,44.62,323.28,49.37,NLOS
2023,6,2,0,1,30,    GPS/  3,44.64,323.27,49.29,NLOS
2023,6,2,0,1,32,    GPS/  3,44.65,323.26,49.09,NLOS
2023,6,2,0,1,34,    GPS/  3,44.67,323.25,49.15,NLOS
2023,6,2,0,1,36,    GPS/  3,44.68,323.24,49.33,NLOS
2023,6,2,0,1,38,    GPS/  3,44.69,323.23,49.4,NLOS
2023,6,2,0,1,40,    GPS/  3,44.71,323.23,49.4,NLOS
2023,6,2,0,1,42,    GPS/  3,44.72,323.22,49.4,NLOS
2023,6,2,0,1,44,    GPS/  3,44.74,323.21,49.35,NLOS
2023,6,2,0,1,46,    GPS/  3,44.75,323.2,49.27,NLOS
2023,6,2,0,1,48,    GPS/  3,44.77,323.19,49.25,NLOS
2023,6,2,0,1,50,    GPS/  3,44.78,323.18,49.33,NLOS
2023,6,2,0,1,52,    GPS/  3,44.8,323.17,49.31,NLOS
2023,6,2,0,1,54,    GPS/  3,44.81,323.17,49.34,NLOS
2023,6,2,0,1,56,    GPS/  3,44.82,323.16,49.28,NLOS
2023,6,2,0,1,58,    GPS/  3,44.84,323.15,49.35,NLOS
2023,6,2,0,2,0,    GPS/  3,44.85,323.14,49.31,NLOS
2023,6,2,0,2,2,    GPS/  3,44.87,323.13,49.38,NLOS
2023,6,2,0,2,4,    GPS/  3,44.88,323.12,49.35,NLOS
2023,6,2,0,2,6,    GPS/  3,44.9,323.11,49.5,NLOS
2023,6,2,0,2,8,    GPS/  3,44.91,323.1,49.43,NLOS
2023,6,2,0,2,10,    GPS/  3,44.92,323.1,49.25,NLOS
2023,6,2,0,2,12,    GPS/  3,44.94,323.09,49.16,NLOS
2023,6,2,0,2,14,    GPS/  3,44.95,323.08,49.24,NLOS
2023,6,2,0,2,16,    GPS/  3,44.97,323.07,49.21,NLOS
2023,6,2,0,2,18,    GPS/  3,44.98,323.06,49.16,NLOS
2023,6,2,0,2,20,    GPS/  3,45,323.05,49.08,NLOS
2023,6,2,0,2,22,    GPS/  3,45.01,323.04,49.02,NLOS
2023,6,2,0,2,24,    GPS/  3,45.02,323.03,49.1,NLOS
2023,6,2,0,2,26,    GPS/  3,45.04,323.03,49.07,NLOS
2023,6,2,0,2,28,    GPS/  3,45.05,323.02,49.11,NLOS
2023,6,2,0,2,30,    GPS/  3,45.07,323.01,49.11,NLOS
2023,6,2,0,2,32,    GPS/  3,45.08,323,49.24,NLOS
2023,6,2,0,2,34,    GPS/  3,45.1,322.99,49.26,NLOS
2023,6,2,0,2,36,    GPS/  3,45.11,322.98,49.29,NLOS
2023,6,2,0,2,38,    GPS/  3,45.12,322.97,49.22,NLOS
2023,6,2,0,2,40,    GPS/  3,45.14,322.96,49.3,NLOS
2023,6,2,0,2,42,    GPS/  3,45.15,322.95,49.29,NLOS
2023,6,2,0,2,44,    GPS/  3,45.17,322.95,49.41,NLOS
2023,6,2,0,2,46,    GPS/  3,45.18,322.94,49.44,NLOS
2023,6,2,0,2,48,    GPS/  3,45.2,322.93,49.46,NLOS
2023,6,2,0,2,50,    GPS/  3,45.21,322.92,49.28,NLOS
2023,6,2,0,2,52,    GPS/  3,45.23,322.91,49.41,NLOS
2023,6,2,0,2,54,    GPS/  3,45.24,322.9,49.39,NLOS
2023,6,2,0,2,56,    GPS/  3,45.25,322.89,49.4,NLOS
2023,6,2,0,2,58,    GPS/  3,45.27,322.88,49.5,NLOS
2023,6,2,0,3,0,    GPS/  3,45.28,322.87,49.66,NLOS
2023,6,2,0,3,2,    GPS/  3,45.3,322.87,49.81,NLOS
2023,6,2,0,3,4,    GPS/  3,45.31,322.86,49.84,NLOS
2023,6,2,0,3,6,    GPS/  3,45.33,322.85,49.85,NLOS
2023,6,2,0,3,8,    GPS/  3,45.34,322.84,49.71,NLOS
2023,6,2,0,3,10,    GPS/  3,45.35,322.83,49.68,NLOS
2023,6,2,0,3,12,    GPS/  3,45.37,322.82,49.67,NLOS
2023,6,2,0,3,14,    GPS/  3,45.38,322.81,49.68,NLOS
2023,6,2,0,3,16,    GPS/  3,45.4,322.8,49.86,NLOS
2023,6,2,0,3,18,    GPS/  3,45.41,322.79,49.85,NLOS
2023,6,2,0,3,20,    GPS/  3,45.43,322.78,49.74,NLOS
2023,6,2,0,3,22,    GPS/  3,45.44,322.77,49.68,NLOS
2023,6,2,0,3,24,    GPS/  3,45.45,322.77,49.71,NLOS
2023,6,2,0,3,26,    GPS/  3,45.47,322.76,49.57,NLOS
2023,6,2,0,3,28,    GPS/  3,45.48,322.75,49.54,NLOS
2023,6,2,0,3,30,    GPS/  3,45.5,322.74,49.62,NLOS
2023,6,2,0,3,32,    GPS/  3,45.51,322.73,49.72,NLOS
2023,6,2,0,3,34,    GPS/  3,45.53,322.72,49.65,NLOS
2023,6,2,0,3,36,    GPS/  3,45.54,322.71,49.63,NLOS
2023,6,2,0,3,38,    GPS/  3,45.55,322.7,49.64,NLOS
2023,6,2,0,3,40,    GPS/  3,45.57,322.69,49.67,NLOS
2023,6,2,0,3,42,    GPS/  3,45.58,322.68,49.72,NLOS
2023,6,2,0,3,44,    GPS/  3,45.6,322.67,49.78,NLOS
2023,6,2,0,3,46,    GPS/  3,45.61,322.66,49.93,NLOS
2023,6,2,0,3,48,    GPS/  3,45.63,322.66,49.76,NLOS
2023,6,2,0,3,50,    GPS/  3,45.64,322.65,49.71,NLOS
2023,6,2,0,3,52,    GPS/  3,45.65,322.64,49.7,NLOS
2023,6,2,0,3,54,    GPS/  3,45.67,322.63,49.72,NLOS
2023,6,2,0,3,56,    GPS/  3,45.68,322.62,49.8,NLOS
2023,6,2,0,3,58,    GPS/  3,45.7,322.61,49.9,NLOS
2023,6,2,0,4,0,    GPS/  3,45.71,322.6,49.9,NLOS
2023,6,2,0,4,2,    GPS/  3,45.73,322.59,49.82,NLOS
2023,6,2,0,4,4,    GPS/  3,45.74,322.58,49.77,NLOS
2023,6,2,0,4,6,    GPS/  3,45.75,322.57,49.85,NLOS
2023,6,2,0,4,8,    GPS/  3,45.77,322.56,49.75,NLOS
2023,6,2,0,4,10,    GPS/  3,45.78,322.55,49.65,NLOS
